SPECIES LANDED,SPECIES CODE,SPECIES LICENSE,LICENSE CODE,WEIGHT,YEAR,MONTH,DATE,DOCUMENT,NAFO UNIT,FISHING AREA,LAT,LONG,DOC CODE,COMMUNITY CODE,COMMUNITY,VALUE,AREA,SEASON,TRIP ID,NROW
SEA URCHINS,650,SEA URCHINS,650,471.741,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.05,-66.45,126380,25309,LITTLE LEPREAU,957.63,Musquash,Winter,154345,1
SEA URCHINS,650,SEA URCHINS,650,399.165,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,127518,25309,LITTLE LEPREAU,810.3,Musquash,Winter,154636,2
SEA URCHINS,650,SEA URCHINS,650,1632.95,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.07967,-66.48767,143925,25309,LITTLE LEPREAU,3314.89,Musquash,Winter,154662,3
SEA URCHINS,650,SEA URCHINS,650,544.316,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,127519,25309,LITTLE LEPREAU,1104.96,Musquash,Winter,154721,4
"SCALLOP, SEA",612,"SCALLOP, SEA",612,105.416,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08333,-66.35,127072,24902,DIPPER HARBOUR,238.24,Musquash,Winter,154749,5
"SCALLOP, SEA",612,"SCALLOP, SEA",612,244.716,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08333,-66.4,126769,24902,DIPPER HARBOUR,601.18,Musquash,Winter,154753,6
"SCALLOP, SEA",612,"SCALLOP, SEA",612,188.243,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.105,-66.36667,126846,24901,CHANCE HARBOUR,425.43,Musquash,Winter,154799,7
"SCALLOP, SEA",612,"SCALLOP, SEA",612,587.317,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.09767,-66.357,126831,24901,CHANCE HARBOUR,1327.34,Musquash,Winter,154841,8
"SCALLOP, SEA",612,"SCALLOP, SEA",612,730.382,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.11667,-66.48333,126949,25309,LITTLE LEPREAU,1650.66,Musquash,Winter,154962,9
"SCALLOP, SEA",612,"SCALLOP, SEA",612,150.594,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.1,-66.37,126847,24901,CHANCE HARBOUR,340.34,Musquash,Winter,155116,10
"SCALLOP, SEA",612,"SCALLOP, SEA",612,603.746,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.06667,-66.4,127155,24902,DIPPER HARBOUR,1523.17,Musquash,Winter,155125,11
"SCALLOP, SEA",612,"SCALLOP, SEA",612,344.998,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08333,-66.35,127155,24902,DIPPER HARBOUR,870.39,Musquash,Winter,155125,12
"SCALLOP, SEA",612,"SCALLOP, SEA",612,423.546,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.1,-66.36833,127102,24901,CHANCE HARBOUR,957.21,Musquash,Winter,155184,13
"SCALLOP, SEA",612,"SCALLOP, SEA",612,423.546,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.13667,-66.21833,127102,24901,CHANCE HARBOUR,957.21,Musquash,Winter,155184,14
"SCALLOP, SEA",612,"SCALLOP, SEA",612,176.948,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.1,-66.35,127235,24902,DIPPER HARBOUR,399.9,Musquash,Winter,155404,15
"SCALLOP, SEA",612,"SCALLOP, SEA",612,169.418,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.12167,-66.32067,127232,24901,CHANCE HARBOUR,382.88,Musquash,Winter,155441,16
"SCALLOP, SEA",612,"SCALLOP, SEA",612,97.886,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.06667,-66.4,126967,24902,DIPPER HARBOUR,221.22,Musquash,Winter,155442,17
"SCALLOP, SEA",612,"SCALLOP, SEA",612,57.602,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.08333,-65.98333,127337,24902,DIPPER HARBOUR,130.18,Musquash,Winter,155474,18
"SCALLOP, SEA",612,"SCALLOP, SEA",612,183.462,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.06617,-66.487,127399,24902,DIPPER HARBOUR,414.62,Musquash,Winter,155544,19
"SCALLOP, SEA",612,"SCALLOP, SEA",612,550.386,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.07633,-66.45567,127399,24902,DIPPER HARBOUR,1243.87,Musquash,Winter,155544,20
"SCALLOP, SEA",612,"SCALLOP, SEA",612,421.963,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08033,-66.49717,127399,24902,DIPPER HARBOUR,953.64,Musquash,Winter,155544,21
"SCALLOP, SEA",612,"SCALLOP, SEA",612,474.372,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.09767,-66.357,127236,24901,CHANCE HARBOUR,1072.08,Musquash,Winter,155551,22
"SCALLOP, SEA",612,"SCALLOP, SEA",612,287.577,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.15733,-65.99783,127327,24914,FIVE FATHOM HOLE,649.92,Musquash,Winter,155563,23
"SCALLOP, SEA",612,"SCALLOP, SEA",612,402.369,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.1,-66.35,127333,24901,CHANCE HARBOUR,909.35,Musquash,Winter,155571,24
"SCALLOP, SEA",612,"SCALLOP, SEA",612,545.904,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.09767,-66.357,127332,24901,CHANCE HARBOUR,1233.74,Musquash,Winter,155615,25
"SCALLOP, SEA",612,"SCALLOP, SEA",612,225.891,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08333,-66.35,127425,24902,DIPPER HARBOUR,510.51,Musquash,Winter,155806,26
SEA URCHINS,650,SEA URCHINS,650,508.029,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,127520,25303,BLACK'S HARBOUR,1031.3,Musquash,Winter,155809,27
"SCALLOP, SEA",612,"SCALLOP, SEA",612,39.175,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.05,-66.43333,127339,24902,DIPPER HARBOUR,88.54,Musquash,Winter,155813,28
SEA URCHINS,650,SEA URCHINS,650,508.029,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,127521,25303,BLACK'S HARBOUR,1031.3,Musquash,Winter,155823,29
"SCALLOP, SEA",612,"SCALLOP, SEA",612,380.25,2006,1,01/01/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.09767,-66.357,127651,24901,CHANCE HARBOUR,859.37,Musquash,Winter,155843,30
SEA URCHINS,650,SEA URCHINS,650,762.043,2006,1,01/01/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,127517,25303,BLACK'S HARBOUR,1546.95,Musquash,Winter,155855,31
"SCALLOP, SEA",612,"SCALLOP, SEA",612,764.266,2006,2,01/02/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45,-65.98333,127837,13802,DIGBY,1776.22,Musquash,Winter,156082,32
"SCALLOP, SEA",612,"SCALLOP, SEA",612,865.917,2006,2,01/02/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.15733,-65.997,127716,24914,FIVE FATHOM HOLE,1896.36,Musquash,Winter,156146,33
SEA URCHINS,650,SEA URCHINS,650,907.194,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,128218,25303,BLACK'S HARBOUR,1841.6,Musquash,Winter,156205,34
SEA URCHINS,650,SEA URCHINS,650,943.482,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.091,-66.4105,128624,25309,LITTLE LEPREAU,1915.27,Musquash,Winter,156271,35
SEA URCHINS,650,SEA URCHINS,650,612.356,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,128217,25303,BLACK'S HARBOUR,1243.08,Musquash,Winter,156460,36
SEA URCHINS,650,SEA URCHINS,650,907.194,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,128215,25303,BLACK'S HARBOUR,1841.6,Musquash,Winter,156461,37
SEA URCHINS,650,SEA URCHINS,650,798.331,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,128191,25303,BLACK'S HARBOUR,1620.61,Musquash,Winter,156612,38
SEA URCHINS,650,SEA URCHINS,650,163.295,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.106,-66.35983,129050,25309,LITTLE LEPREAU,331.49,Musquash,Winter,156733,39
SEA URCHINS,650,SEA URCHINS,650,943.482,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.106,-66.35983,129049,24902,DIPPER HARBOUR,1915.27,Musquash,Winter,156735,40
SEA URCHINS,650,SEA URCHINS,650,580.604,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129850,25303,BLACK'S HARBOUR,1178.63,Musquash,Winter,156763,41
SEA URCHINS,650,SEA URCHINS,650,399.165,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129849,25303,BLACK'S HARBOUR,810.3,Musquash,Winter,156790,42
"SCALLOP, SEA",612,"SCALLOP, SEA",612,188.243,2006,2,01/02/2006,SCALLOP MONITORING DOCUMENT,4XS,6C,45.08333,-66.48333,129324,24902,DIPPER HARBOUR,412.25,Musquash,Winter,157187,43
SEA URCHINS,650,SEA URCHINS,650,870.906,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.106,-66.35983,129048,24902,DIPPER HARBOUR,1767.94,Musquash,Winter,157541,44
SEA URCHINS,650,SEA URCHINS,650,544.316,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.0945,-66.50033,129041,25309,LITTLE LEPREAU,1104.96,Musquash,Winter,157572,45
COD,100,"GROUNDFISH, UNSPECIFIED",199,10.584,2006,2,01/02/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.38333,128705,13802,DIGBY,19.02,Musquash,Winter,157628,46
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,20.684,2006,2,01/02/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,44.9,-66.38333,128705,13802,DIGBY,41.37,Musquash,Winter,157628,47
SEA URCHINS,650,SEA URCHINS,650,870.906,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.106,-66.35983,129047,24902,DIPPER HARBOUR,1767.94,Musquash,Winter,157706,48
SEA URCHINS,650,SEA URCHINS,650,1378.935,2006,2,01/02/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129792,25309,LITTLE LEPREAU,2799.24,Musquash,Winter,157708,49
SEA URCHINS,650,SEA URCHINS,650,798.331,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.091,-66.4105,129045,25309,LITTLE LEPREAU,1620.61,Musquash,Winter,157870,50
SEA URCHINS,650,SEA URCHINS,650,979.77,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129848,24902,DIPPER HARBOUR,1988.93,Musquash,Winter,157885,51
SEA URCHINS,650,SEA URCHINS,650,326.59,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129846,24902,DIPPER HARBOUR,662.98,Musquash,Winter,157889,52
SEA URCHINS,650,SEA URCHINS,650,508.029,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.091,-66.4105,129044,24902,DIPPER HARBOUR,1031.3,Musquash,Winter,157914,53
SEA URCHINS,650,SEA URCHINS,650,1850.677,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129793,24902,DIPPER HARBOUR,3756.87,Musquash,Winter,157922,54
"SCALLOP, SEA",612,"SCALLOP, SEA",612,1306.405,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.203,129670,25009,NORTH HEAD,2861.03,Musquash,Winter,157990,55
"SCALLOP, SEA",612,"SCALLOP, SEA",612,301.188,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.20433,129670,25009,NORTH HEAD,659.6,Musquash,Winter,157990,56
SEA URCHINS,650,SEA URCHINS,650,1197.496,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129431,24902,DIPPER HARBOUR,2430.92,Musquash,Winter,158038,57
"SCALLOP, SEA",612,"SCALLOP, SEA",612,3049.533,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.06667,129645,25009,NORTH HEAD,6678.48,Musquash,Winter,158106,58
SEA URCHINS,650,SEA URCHINS,650,1197.496,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129794,24902,DIPPER HARBOUR,2430.92,Musquash,Winter,158205,59
SEA URCHINS,650,SEA URCHINS,650,834.619,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129843,24902,DIPPER HARBOUR,1694.28,Musquash,Winter,158226,60
SEA URCHINS,650,SEA URCHINS,650,1959.539,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129795,24902,DIPPER HARBOUR,3977.87,Musquash,Winter,158282,61
SEA URCHINS,650,SEA URCHINS,650,1270.072,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08467,-66.47333,130240,25102,WILSON'S BEACH,2578.25,Musquash,Winter,158532,62
SEA URCHINS,650,SEA URCHINS,650,616.892,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129842,24902,DIPPER HARBOUR,1252.29,Musquash,Winter,158544,63
"SCALLOP, SEA",612,"SCALLOP, SEA",612,471.812,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.203,129671,25009,NORTH HEAD,877.57,Musquash,Winter,158555,64
"SCALLOP, SEA",612,"SCALLOP, SEA",612,314.541,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.20367,129671,25009,NORTH HEAD,585.05,Musquash,Winter,158555,65
SEA URCHINS,650,SEA URCHINS,650,1814.388,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129796,25309,LITTLE LEPREAU,3683.21,Musquash,Winter,158618,66
"SCALLOP, SEA",612,"SCALLOP, SEA",612,791.237,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.14267,-66.52233,129717,24902,DIPPER HARBOUR,1471.7,Musquash,Winter,158733,67
SEA URCHINS,650,SEA URCHINS,650,1342.647,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.10333,-66.49633,130236,25102,WILSON'S BEACH,2725.57,Musquash,Winter,158897,68
SEA URCHINS,650,SEA URCHINS,650,1342.647,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.38333,129834,24902,DIPPER HARBOUR,2725.57,Musquash,Winter,158899,69
SEA URCHINS,650,SEA URCHINS,650,762.043,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129840,24902,DIPPER HARBOUR,1546.95,Musquash,Winter,158917,70
SEA URCHINS,650,SEA URCHINS,650,508.029,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129837,24902,DIPPER HARBOUR,1031.3,Musquash,Winter,158926,71
SEA URCHINS,650,SEA URCHINS,650,816.475,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06333,-66.46283,129832,24902,DIPPER HARBOUR,1657.44,Musquash,Winter,158988,72
SEA URCHINS,650,SEA URCHINS,650,834.619,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129831,24902,DIPPER HARBOUR,1694.28,Musquash,Winter,158989,73
SEA URCHINS,650,SEA URCHINS,650,834.619,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.10683,-66.49133,129925,25116,HEAD HARBOUR,1694.28,Musquash,Winter,159020,74
"SCALLOP, SEA",612,"SCALLOP, SEA",612,478.138,2006,3,01/03/2006,SCALLOP MONITORING DOCUMENT,4XS,1B,45.05,-66.203,130200,25009,NORTH HEAD,889.34,Musquash,Winter,159024,75
SEA URCHINS,650,SEA URCHINS,650,1016.057,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.09583,-66.49383,129829,25309,LITTLE LEPREAU,2062.6,Musquash,Winter,159101,76
SEA URCHINS,650,SEA URCHINS,650,1016.057,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.105,-66.4895,130235,25116,HEAD HARBOUR,2062.6,Musquash,Winter,159105,77
SEA URCHINS,650,SEA URCHINS,650,834.619,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,131337,24902,DIPPER HARBOUR,1694.28,Musquash,Winter,159120,78
SEA URCHINS,650,SEA URCHINS,650,798.331,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,131336,24902,DIPPER HARBOUR,1620.61,Musquash,Winter,159151,79
SEA URCHINS,650,SEA URCHINS,650,689.467,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129847,24902,DIPPER HARBOUR,1399.62,Musquash,Winter,159160,80
SEA URCHINS,650,SEA URCHINS,650,689.467,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,129845,24902,DIPPER HARBOUR,1399.62,Musquash,Winter,159161,81
SEA URCHINS,650,SEA URCHINS,650,798.331,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.08333,-66.4,129833,24902,DIPPER HARBOUR,1620.61,Musquash,Winter,159162,82
SEA URCHINS,650,SEA URCHINS,650,2685.294,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.0605,-66.4425,143985,25102,WILSON'S BEACH,5451.15,Musquash,Winter,159193,83
SEA URCHINS,650,SEA URCHINS,650,544.316,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,131335,24902,DIPPER HARBOUR,1104.96,Musquash,Winter,159214,84
SEA URCHINS,650,SEA URCHINS,650,530.709,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.07017,-66.445,131270,24902,DIPPER HARBOUR,1077.34,Musquash,Winter,159257,85
SEA URCHINS,650,SEA URCHINS,650,471.741,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.10567,-66.4905,130086,25116,HEAD HARBOUR,957.63,Musquash,Winter,159260,86
SEA URCHINS,650,SEA URCHINS,650,508.029,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,131334,24902,DIPPER HARBOUR,1031.3,Musquash,Winter,159298,87
SEA URCHINS,650,SEA URCHINS,650,689.467,2006,3,01/03/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.06667,-66.05,131332,24902,DIPPER HARBOUR,1399.62,Musquash,Winter,159408,88
COD,100,"GROUNDFISH, UNSPECIFIED",199,55.339,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.03333,-66.13333,130997,24902,DIPPER HARBOUR,144.43,Musquash,Spring,159809,89
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,149.687,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.03333,-66.13333,130997,24902,DIPPER HARBOUR,164.66,Musquash,Spring,159809,90
SILVER HAKE,172,"GROUNDFISH, UNSPECIFIED",199,64.229,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,44.98017,-66.30333,130560,24902,DIPPER HARBOUR,45.6,Musquash,Spring,159810,91
COD,100,"GROUNDFISH, UNSPECIFIED",199,92.534,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.01667,-66.21667,130563,24902,DIPPER HARBOUR,241.51,Musquash,Spring,159811,92
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,17.237,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.01667,-66.21667,130563,24902,DIPPER HARBOUR,18.96,Musquash,Spring,159811,93
SEA URCHINS,650,SEA URCHINS,650,907.194,2006,4,01/04/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.0805,-66.47883,143980,25309,LITTLE LEPREAU,1841.6,Musquash,Spring,159836,94
COD,100,"GROUNDFISH, UNSPECIFIED",199,37.195,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,44.96667,-66.15,130564,24902,DIPPER HARBOUR,97.08,Musquash,Spring,159892,95
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,12.247,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,44.96667,-66.15,130564,24902,DIPPER HARBOUR,13.47,Musquash,Spring,159892,96
SEA URCHINS,650,SEA URCHINS,650,1088.633,2006,4,01/04/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.07367,-66.4815,153112,25309,LITTLE LEPREAU,2209.92,Musquash,Spring,160224,97
SEA URCHINS,650,SEA URCHINS,650,616.892,2006,4,01/04/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.07867,-66.46667,143978,25309,LITTLE LEPREAU,1252.29,Musquash,Spring,160227,98
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,9.072,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.01667,-66.26667,131576,24902,DIPPER HARBOUR,9.98,Musquash,Spring,160238,99
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,34.927,2006,4,01/04/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.07533,-65.98767,137091,13501,HAMPTON,354.19,Musquash,Spring,160517,100
COD,100,"GROUNDFISH, UNSPECIFIED",199,181.892,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-66.18333,131577,24902,DIPPER HARBOUR,442,Musquash,Spring,160635,101
WHITE HAKE,171,"GROUNDFISH, UNSPECIFIED",199,35.834,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-66.18333,131577,24902,DIPPER HARBOUR,39.42,Musquash,Spring,160635,102
COD,100,"GROUNDFISH, UNSPECIFIED",199,10.208,2006,5,01/05/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.01667,-66.31667,131244,13802,DIGBY,17.82,Musquash,Spring,160662,103
WINTER FLOUNDER,143,"GROUNDFISH, UNSPECIFIED",199,182.919,2006,5,01/05/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.01667,-66.31667,131244,13802,DIGBY,294.5,Musquash,Spring,160662,104
SCULPIN,181,"GROUNDFISH, UNSPECIFIED",199,28.075,2006,5,01/05/2006,MOBILE GEAR GROUNDFISH MONITOR,4XS,4X,45.01667,-66.31667,131244,13802,DIGBY,64.29,Musquash,Spring,160662,105
HADDOCK,110,"GROUNDFISH, UNSPECIFIED",199,1.361,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.07533,-65.98767,137094,13501,HAMPTON,2.45,Musquash,Spring,160709,106
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,83.462,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.07533,-65.98767,137094,13501,HAMPTON,846.39,Musquash,Spring,160709,107
SEA URCHINS,650,SEA URCHINS,650,714.415,2006,4,01/04/2006,SEA URCHIN MONITORING DOCUMENT,4XS,LFA 36,45.095,-66.47667,131263,24902,DIPPER HARBOUR,1450.26,Musquash,Spring,160786,108
COD,100,"GROUNDFISH, UNSPECIFIED",199,11.794,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.07533,-65.98767,137095,13501,HAMPTON,28.66,Musquash,Spring,160790,109
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,97.07,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.07533,-65.98767,137095,13501,HAMPTON,984.39,Musquash,Spring,160790,110
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,106.595,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-65.98333,132954,13501,HAMPTON,1080.98,Musquash,Spring,161000,111
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,64.864,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-65.98333,132953,13501,HAMPTON,657.79,Musquash,Spring,161296,112
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,50.803,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,44.96667,-66.18333,133239,13503,PORT LORNE,515.19,Musquash,Spring,161321,113
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,94.802,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-65.98333,132956,13501,HAMPTON,961.39,Musquash,Spring,161502,114
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,132.904,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-65.98333,132957,13501,HAMPTON,1347.78,Musquash,Spring,161736,115
COD,100,"GROUNDFISH, UNSPECIFIED",199,9.072,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.1,-66.26667,131987,24902,DIPPER HARBOUR,22.04,Musquash,Spring,161985,116
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,38.864,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.1,-66.26667,131987,24902,DIPPER HARBOUR,394.12,Musquash,Spring,161985,117
HALIBUT,130,"GROUNDFISH, UNSPECIFIED",199,49.896,2006,5,01/05/2006,FIXED GEAR GROUNDFISH MONITORI,4XS,4X,45.06667,-65.98333,135987,13501,HAMPTON,506,Musquash,Spring,161987,118
